PTS_diff,PACE,AST_ratio,DEF_eff,OFF_eff,FGP_adj,TO_rate,DREB_p,OREB_p,FT_rate
-0.7015459894191013,-1.3338608059241313,1.0082352764827187,0.7052988479116287,-0.27248924886108117,-0.8467612866559427,1.9055795801778745,-0.5525153035126246,1.3652674482389526,1.1820064383860374
0.14733777402384618,-0.9748739567134973,-0.14392343214754824,-1.3044386084379176,-1.0746898407954795,-0.797266109646852,0.917959902560835,0.09178509382384172,-1.0188971563473623,0.12815516643711636
1.019801642006875,-1.434195658688515,-1.081258286805286,0.13834371684847144,1.6610575845202653,0.28702790000912337,0.14676760795939542,-1.3862448981569315,1.7245897432504365,1.1806764222047241
-0.4421648394782001,0.43531287611660024,-0.6513994980021737,-0.07252007739068748,-0.6045255739814013,-0.7234988573268589,-0.6868952830488577,-1.5454421577268498,0.28946669473661657,-0.3594833240813267
0.21218306150907165,-1.4696287722839747,-0.048064676914575874,-1.4911486357578385,-1.144965572458952,-1.7314007309138395,1.1552813737706598,-0.0030501942158802056,1.1165406542778973,1.0226582339835442
-1.0198774007102058,0.7622852752092817,-0.8018386333191512,-0.516698239482034,-1.9429053960653295,-1.896758802219681,0.013191882604841507,-0.8236872984452307,0.8835934382815105,-0.39867563956566304
-0.17099363726725922,-0.5860229222246607,0.793810182419054,-0.3132719152304861,-0.4969465551945564,-0.9305417396039117,1.815208721452011,-1.33337595704837,0.7500557988552711,1.8865861717798553
0.47156421144997285,-0.952274217368745,1.101337700592561,0.055647070183029834,0.7016849483535275,-0.2060884563670461,-0.30795462460775813,-0.4822503609357767,0.6704645443478634,-0.40129075149964144
-0.4480598656132208,0.5080887780339386,-1.0963725957346817,-0.4704144276120704,-1.108529520538755,-1.6365930921173273,1.0090963711467473,-1.025840725036325,0.521532383115521,1.14810691355677
0.660205047770627,-1.4081226102666253,0.9649933599751858,-1.1327441359311985,-0.13262089526732798,-0.14593511430944245,1.294808317012332,-1.8217295548329733,0.8210665428971878,0.3409131772574649
1.1730723215174088,0.39963232211569016,-2.1406467172755335,-1.1495072874321848,0.5724920847193007,-0.6964763048555972,-0.2501642116738851,-1.497938373796728,0.8138832614392237,1.6386885196857275
0.15912782629388703,-0.9877375711817405,0.0036380369291702666,-1.4380162701010208,-1.1874942365958674,-0.9921715651762989,0.866686875202141,0.3241659669531985,-0.9624472396724351,0.15065824594122143
0.058912381998539216,0.7318688215479048,-1.4865215204124784,-0.20338647686040007,-0.09802031099793579,-0.8445772842054201,1.3646736589419173,-1.1677584015068472,1.1882499329607887,1.8862137683898856
0.8547409102263019,0.13227876183546058,1.711776809994234,-0.5319707233332419,0.6981003173903356,-0.09763506360518237,-0.7397018253218345,-2.4073936885701817,0.25593022044633373,0.3268373622666882
1.2438126351376535,-1.3901717954437416,-1.0822254705358303,-0.06807193883155976,1.8039105366886552,0.42293722464265415,0.40256954159149166,-1.534220863456309,1.6571902774264906,1.3808597747284947
0.11196761721372339,0.6975705313291917,-0.49151767754209036,-0.29201147608624844,-0.14562916091388883,-0.22192025305373425,1.4261635641908708,-1.431498624200144,0.4280136132236421,1.371608310002181
-1.674225301697478,-1.6044627270729201,0.022437989537377814,0.47485788138752044,-2.009884499300749,-3.1146001394481684,-0.058429878660194126,-1.8823758862912474,2.299061194070704,-0.6804470778847747
0.08838751267364157,-0.5781464265597697,-1.1090799381323375,0.022447622665059074,0.1131450893475103,-0.6947016775993757,0.38434595341434574,-0.6236191891936647,0.34383621645671564,1.518813962351469
-1.167253054085719,-0.8615759215443028,-1.1139641681976298,-1.1985428696197342,-2.848506471386347,-2.4348811647735222,1.8862879078217363,0.46141820215894974,-0.2582150888476706,0.8213665620884049
1.5621440464287586,0.7650885132451996,0.2908592789015856,-0.0898925510982232,2.0354339497063694,1.3988378353720554,-1.3450403898662997,-2.7473752784181675,0.47751616211330106,-0.3776549121279753
-0.7192310678241636,-1.2486748226636297,-0.7246515789923236,0.5004813763707832,-0.5170751347971501,-1.0729190268442474,1.288363860224868,-2.7686338097775574,1.8171656828416034,-0.1441205181125625
2.446397966681838,-1.4088354477198617,0.9594760054071385,-3.0782485148650056,0.6034704391868169,0.5946968756967967,0.3752052462870618,0.6149763745291679,0.04401747100694786,0.44053048884298485
-0.30068421223771,0.29439592527535,-0.5168636636353673,-0.06693329971680018,-0.40567436005034496,-0.5553874065787806,-0.6204274551811237,-1.5890819872092834,0.02277409573809555,-0.10269276017768712
1.2202325305975705,0.5001444025088622,-2.215916626465287,-1.0632342012140366,0.7079443504227507,-0.5491620026776765,-0.2862854277248679,-1.501066682733176,0.6826758154319283,1.8361416030900235
0.06480740813355956,0.7742809732850612,-1.4980637678400135,-0.1383825446265547,-0.027535844830664236,-0.7230190721077735,1.2917543273046939,-1.0806587844713635,1.1667814394084342,1.7145015092423894
0.9844314851967525,0.2010560510685128,1.8113113584783227,-0.5461128477579286,0.8657070175202658,0.055603090719728764,-0.7660597171218252,-2.5135059081699347,0.3418041956862971,0.2807730869074178
